POS,#,Name,Inf,TM,LG,Lev,DOB,Age,NAT,HT,WT,B,T,OVR,POT,SctAcc
RP,16,Chris Shearer,,Naucalpan,ABL,MLB,05/24/2000,23,USA,6' 4',220 lbs,Left,Left,2.5 Stars,2.5 Stars,Average
RP,18,Casey Sheldon,,Quebec City,ABL,MLB,03/23/1997,27,USA,6' 2',210 lbs,Right,Right,2.5 Stars,2.5 Stars,Average
RP,21,Jesse Slye,,Ottawa,ABL,MLB,03/19/1997,27,USA,6' 4',225 lbs,Left,Left,2.5 Stars,2.5 Stars,Very Low
RP,24,Daniel Smith,,Atlanta,ABL,MLB,07/10/1996,27,USA,6' 2',205 lbs,Left,Right,2.5 Stars,2.5 Stars,Very Low
RP,16,Justin Smith,,Tlalnepantla,ABL,MLB,08/27/1999,24,USA,6' 0',200 lbs,Left,Right,2.5 Stars,2.5 Stars,Very Low
RP,4,Jim Smothers,,Nezahualcoyotl,ABL,MLB,02/13/2000,24,USA,6' 3',210 lbs,Right,Right,2.5 Stars,2.5 Stars,Average
RP,14,Rodrigo Soto,,Atlanta,ABL,MLB,12/30/1993,30,BLZ,6' 2',215 lbs,Right,Right,2.5 Stars,2.5 Stars,Very Low
RP,68,Vince Sparks,,Phoenix,ABL,MLB,02/01/1999,25,USA,6' 1',200 lbs,Switch,Right,2.5 Stars,2.5 Stars,Average
RP,12,Nick Spears,,Montreal,ABL,MLB,01/10/1985,39,USA,6' 2',220 lbs,Right,Right,2.5 Stars,2.5 Stars,Very Low
RP,27,Bronson Stangl,,Quebec City,ABL,MLB,03/25/2000,24,USA,6' 2',205 lbs,Switch,Right,2.5 Stars,2.5 Stars,Average
RP,29,Pat Strole,,Mississauga,ABL,MLB,03/19/1997,27,USA,6' 6',225 lbs,Right,Right,2.5 Stars,2.5 Stars,Average
RP,1,Seth Strong,,Phoenix,ABL,MLB,07/14/1997,26,CAN,6' 2',205 lbs,Right,Right,2.5 Stars,2.5 Stars,Very Low
RP,4,Jeremy Stubbs,,Fort Worth,ABL,MLB,03/19/1996,28,USA,5' 11',195 lbs,Switch,Right,2.5 Stars,2.5 Stars,Very Low
RP,11,Wayne Thompson,,Austin,ABL,MLB,01/06/1998,26,USA,6' 4',220 lbs,Right,Right,2.5 Stars,2.5 Stars,Very Low
RP,19,Whit Thompson,,Jacksonville,ABL,MLB,02/05/1995,29,USA,6' 3',215 lbs,Right,Right,2.5 Stars,2.5 Stars,Average
RP,3,Emilio Tobar,,Austin,ABL,MLB,12/10/1999,24,MEX,6' 4',220 lbs,Switch,Right,2.5 Stars,2.5 Stars,Average
RP,1,Bob Tobin,,New York,ABL,MLB,08/25/1993,30,CAN,6' 4',225 lbs,Left,Left,2.5 Stars,2.5 Stars,Very Low
RP,18,Franklin Torres,,Victoria,ABL,MLB,04/08/1997,27,MEX,6' 0',200 lbs,Right,Right,2.5 Stars,2.5 Stars,Average
RP,1,Bill Torrez,,Jacksonville,ABL,MLB,06/03/1999,24,MEX,5' 10',185 lbs,Left,Left,2.5 Stars,2.5 Stars,Very Low
RP,22,David Udall,,Colorado,ABL,MLB,05/10/1984,39,USA,5' 10',200 lbs,Left,Left,3.0 Stars,3.0 Stars,Average
RP,22,Antonio Urena,,Montreal,ABL,MLB,10/17/1995,28,MEX,6' 6',235 lbs,Right,Right,2.0 Stars,2.0 Stars,Average
RP,22,Greg Utter,,Puebla,ABL,MLB,02/24/2000,24,USA,6' 2',210 lbs,Right,Right,2.5 Stars,2.5 Stars,Average
RP,6,Sloan Vaive,,Quebec City,ABL,MLB,07/14/1995,28,CAN,5' 10',195 lbs,Right,Right,2.5 Stars,2.5 Stars,Very Low
RP,14,Jose Valdez,,Mérida,ABL,MLB,11/23/2002,21,MEX,6' 5',210 lbs,Right,Right,2.5 Stars,2.5 Stars,Average
RP,21,Art Van Buren,,Mérida,ABL,MLB,01/01/2002,22,USA,6' 1',195 lbs,Left,Left,2.5 Stars,2.5 Stars,Low
RP,19,Ron Van Sickle,,Mississauga,ABL,MLB,06/20/1997,26,USA,6' 5',230 lbs,Right,Right,2.5 Stars,2.5 Stars,Very Low
RP,14,Bobby Vargas,,Acapulco,ABL,MLB,07/02/1993,30,MEX,6' 0',195 lbs,Left,Left,2.5 Stars,2.5 Stars,Average
RP,5,Zach Veal,,Quebec City,ABL,MLB,08/18/1995,28,USA,6' 2',210 lbs,Right,Right,2.5 Stars,2.5 Stars,Very Low
RP,30,Luis Velasquez,,Victoria,ABL,MLB,01/06/1997,27,MEX,6' 0',200 lbs,Left,Left,2.5 Stars,2.5 Stars,Low
RP,19,Francisco Villanueva,,Texas,ABL,MLB,03/12/1996,28,MEX,5' 9',180 lbs,Right,Right,2.0 Stars,2.0 Stars,Average
RP,10,Johnny Villerot,,Acapulco,ABL,MLB,10/18/1989,34,USA,5' 11',200 lbs,Right,Right,2.5 Stars,2.5 Stars,Very Low
RP,12,Jason Vyhlidal,,Windsor,ABL,MLB,02/13/1996,28,USA,6' 4',220 lbs,Right,Right,2.0 Stars,2.0 Stars,High
RP,20,Brian Walker,,Mississauga,ABL,MLB,10/23/1999,24,USA,6' 0',195 lbs,Right,Right,2.5 Stars,2.5 Stars,Low
RP,12,Matt Warner,,Tlalnepantla,ABL,MLB,11/05/1999,24,USA,6' 3',220 lbs,Right,Right,2.5 Stars,2.5 Stars,Average
RP,13,Billy Washam,,Tlalnepantla,ABL,MLB,11/09/1998,25,USA,5' 10',185 lbs,Left,Left,2.5 Stars,2.5 Stars,Very Low
RP,13,Chris Wendel,,Atlanta,ABL,MLB,07/03/1996,27,USA,6' 0',205 lbs,Left,Left,2.0 Stars,2.0 Stars,Very Low
RP,22,Dane Wenzel,,Mérida,ABL,MLB,09/09/2000,23,USA,6' 2',210 lbs,Right,Right,3.0 Stars,3.0 Stars,Very Low
RP,9,Jake Wich,,Puebla,ABL,MLB,05/11/1998,25,USA,6' 3',215 lbs,Left,Right,2.0 Stars,2.0 Stars,Average
RP,16,Chris Williams,,Puebla,ABL,MLB,05/12/1999,24,USA,6' 1',205 lbs,Left,Right,2.5 Stars,2.5 Stars,Very Low
RP,2,Jeremy Williams,,Guadalajara,ABL,MLB,02/07/1993,31,USA,6' 0',205 lbs,Right,Right,2.5 Stars,2.5 Stars,Very Low
RP,18,Eric Wilson,,San Luis Potosí,ABL,MLB,02/22/1999,25,USA,6' 4',220 lbs,Left,Right,2.5 Stars,2.5 Stars,Very Low
RP,23,Rick Wilson,,Vancouver,ABL,MLB,05/21/1998,25,USA,6' 8',240 lbs,Right,Right,2.5 Stars,2.5 Stars,Very Low
RP,44,Milt Woodard,,León,ABL,MLB,11/23/1995,28,USA,6' 3',215 lbs,Right,Right,2.5 Stars,2.5 Stars,Average
RP,15,Steven Woods,,Fort Worth,ABL,MLB,07/06/1999,24,USA,6' 2',215 lbs,Switch,Right,2.5 Stars,2.5 Stars,Very Low
RP,18,Jake Wright,,León,ABL,MLB,03/20/1996,28,USA,6' 2',205 lbs,Left,Right,2.5 Stars,2.5 Stars,Average
RP,16,Jose Zizumbo,,Phoenix,ABL,MLB,03/31/1997,27,MEX,6' 1',200 lbs,Right,Right,2.0 Stars,2.0 Stars,Average
CL,17,Jose Avalos,,Phoenix,ABL,MLB,01/15/1994,30,MEX,6' 0',200 lbs,Left,Left,3.0 Stars,3.0 Stars,Very Low
CL,7,Tom Bloom,,Mérida,ABL,MLB,01/01/2000,24,USA,5' 10',190 lbs,Right,Right,3.0 Stars,3.0 Stars,Average
CL,26,John Boren,,Calgary,ABL,MLB,10/23/1992,31,USA,6' 0',205 lbs,Right,Right,4.0 Stars,4.0 Stars,Very Low
CL,2,Pedro Castro,,Ottawa,ABL,MLB,04/06/1999,25,MEX,6' 1',205 lbs,Right,Right,2.5 Stars,2.5 Stars,Average
CL,19,Rafael Cordova,,Windsor,ABL,MLB,10/15/1996,27,MEX,6' 1',205 lbs,Right,Right,3.0 Stars,3.0 Stars,High
CL,1,Andy Cotter,,Puebla,ABL,MLB,09/22/1991,32,USA,6' 3',220 lbs,Right,Right,3.0 Stars,3.0 Stars,Average
CL,7,Mike Cunningham,,Victoria,ABL,MLB,11/30/1991,32,USA,6' 4',225 lbs,Right,Right,3.0 Stars,3.0 Stars,Very Low
CL,30,Jose Dominguez,,Mérida,ABL,MLB,11/10/2006,17,USA,6' 3',190 lbs,Left,Right,0.5 Stars,1.5 Stars,Low
CL,17,Dusty Engel,,Vancouver,ABL,MLB,02/13/1997,27,USA,6' 4',215 lbs,Right,Right,3.0 Stars,3.0 Stars,Average
CL,30,Austin Estes,,San Antonio,ABL,MLB,11/15/1998,25,USA,6' 2',210 lbs,Switch,Right,2.5 Stars,2.5 Stars,Very Low
CL,5,Dan Falgout,,Naucalpan,ABL,MLB,04/30/1995,28,USA,6' 4',225 lbs,Switch,Right,2.5 Stars,2.5 Stars,Very Low
CL,22,Travis Fulgham,,Atlanta,ABL,MLB,06/26/1995,28,USA,6' 4',220 lbs,Switch,Right,3.5 Stars,3.5 Stars,Very Low
CL,13,Chase Gettings,,Texas,ABL,MLB,09/06/2000,23,USA,6' 5',225 lbs,Right,Right,2.5 Stars,2.5 Stars,Average
CL,29,Juan Gonzalez,,Chicago,ABL,MLB,04/28/1988,35,MEX,6' 5',230 lbs,Right,Right,3.5 Stars,3.5 Stars,Very Low
CL,17,Robbie Harcrow,,León,ABL,MLB,11/27/1996,27,USA,6' 2',210 lbs,Right,Right,4.0 Stars,4.0 Stars,Very Low
CL,15,Aaron Herring,,Tlalnepantla,ABL,MLB,06/20/1999,24,USA,6' 4',220 lbs,Right,Right,3.0 Stars,3.0 Stars,Very Low
CL,80,Peter Hunter,,Phoenix,ABL,MLB,03/30/1999,25,USA,6' 0',200 lbs,Left,Left,2.5 Stars,2.5 Stars,Very Low
CL,28,Javon Johnson,,Toronto,ABL,MLB,06/21/1997,26,USA,6' 4',215 lbs,Left,Left,3.0 Stars,3.0 Stars,Very Low
CL,52,Danny Kleier,,Austin,ABL,MLB,03/24/1990,34,USA,6' 4',225 lbs,Right,Right,3.5 Stars,3.5 Stars,Average
CL,11,Pedro Leal,,Mississauga,ABL,MLB,07/27/1991,32,MEX,6' 0',210 lbs,Right,Right,3.5 Stars,3.5 Stars,Very Low
CL,8,Bobby Lorenzo,,Montreal,ABL,MLB,05/17/2001,22,USA,6' 1',195 lbs,Right,Right,3.5 Stars,3.5 Stars,Very Low
CL,18,Eddie Maldonado,,Acapulco,ABL,MLB,05/03/1987,36,MEX,6' 4',225 lbs,Right,Right,2.5 Stars,2.5 Stars,Average
CL,23,Mario Marquez,,Mérida,ABL,MLB,12/21/2006,17,MEX,6' 1',175 lbs,Left,Left,0.5 Stars,2.5 Stars,Low
CL,16,Javy Martinez,,Quebec City,ABL,MLB,01/29/1986,38,MEX,6' 4',235 lbs,Right,Right,3.5 Stars,3.5 Stars,Very Low
CL,14,Tony Martinez,,St. Johns,ABL,MLB,10/28/1997,26,MEX,6' 3',225 lbs,Right,Right,5.0 Stars,5.0 Stars,Very Low
CL,5,Vince Miller,,Nezahualcoyotl,ABL,MLB,07/23/1996,27,USA,6' 2',210 lbs,Left,Left,2.5 Stars,2.5 Stars,Very Low
CL,6,Freddy Mora,,London,AAAA,AAA,07/22/1999,24,MEX,6' 3',210 lbs,Right,Right,2.5 Stars,2.5 Stars,Low
CL,22,Pete Peters,,Fort Worth,ABL,MLB,03/18/1996,28,USA,6' 0',200 lbs,Left,Right,2.5 Stars,2.5 Stars,Low
CL,21,Dave Sanchez,,Jacksonville,ABL,MLB,11/19/1995,28,MEX,5' 11',200 lbs,Right,Right,3.5 Stars,3.5 Stars,Average
CL,20,Danny Santiago,,Mexico City,ABL,MLB,02/07/1998,26,MEX,5' 10',190 lbs,Right,Right,3.0 Stars,3.0 Stars,Very Low
CL,11,Nick Smith,,San Luis Potosí,ABL,MLB,07/06/1995,28,USA,6' 2',210 lbs,Right,Left,3.0 Stars,3.0 Stars,Very Low
CL,19,Jason Starr,,New York,ABL,MLB,04/23/1997,26,USA,6' 0',200 lbs,Right,Right,2.5 Stars,2.5 Stars,Very Low
CL,7,Jimmy Sweeny,,Mississauga,ABL,MLB,08/08/2006,17,CAN,6' 2',180 lbs,Right,Right,1.5 Stars,3.0 Stars,Low
CL,28,Henry Tapia,,Colorado,ABL,MLB,06/22/1994,29,MEX,6' 1',205 lbs,Right,Right,3.5 Stars,3.5 Stars,Very Low
CL,7,Jeff Toland,,Guadalajara,ABL,MLB,08/21/1996,27,USA,6' 1',200 lbs,Right,Right,3.5 Stars,3.5 Stars,Very Low
CL,23,Chad Underwood,,Fort Worth,ABL,MLB,03/02/1999,25,USA,6' 6',235 lbs,Left,Right,3.5 Stars,3.5 Stars,Very Low
C,29,Justin Alderete,,San Antonio,ABL,MLB,03/03/2000,24,USA,6' 0',210 lbs,Right,Right,2.5 Stars,2.5 Stars,Very Low
C,25,Chris Barajas,,Acapulco,ABL,MLB,12/18/1998,25,USA,6' 6',255 lbs,Right,Right,2.0 Stars,2.0 Stars,Average
C,18,Joe Baxley,,St. Johns,ABL,MLB,09/29/1999,24,USA,6' 2',230 lbs,Right,Right,3.0 Stars,3.0 Stars,Very Low
C,20,Bobby Benegas,,Texas,ABL,MLB,08/27/1996,27,MEX,6' 0',210 lbs,Switch,Right,2.5 Stars,2.5 Stars,Low
C,25,Mike Bennett,,Ottawa,ABL,MLB,03/01/1998,26,USA,6' 4',240 lbs,Right,Right,2.0 Stars,2.0 Stars,Very Low
C,28,Mike Canton,,Victoria,ABL,MLB,11/23/1998,25,MEX,6' 3',225 lbs,Left,Right,2.5 Stars,2.5 Stars,Average
C,34,Tyler Crosby,,Chicago,ABL,MLB,09/12/1996,27,USA,6' 1',215 lbs,Switch,Right,3.0 Stars,3.0 Stars,Very Low
C,9,Pat Dekker,,Tlalnepantla,ABL,MLB,04/05/1999,25,USA,6' 0',210 lbs,Switch,Right,2.5 Stars,2.5 Stars,Average
C,23,Corey Dunlap,,Tlalnepantla,ABL,MLB,06/20/2000,23,USA,6' 6',225 lbs,Right,Right,3.5 Stars,3.5 Stars,Average
C,6,Miguel Esparza,,Phoenix,ABL,MLB,07/20/1995,28,MEX,6' 0',220 lbs,Right,Right,2.0 Stars,2.0 Stars,Very Low
C,32,Jim Evans,,Nezahualcoyotl,ABL,MLB,07/29/2000,23,USA,5' 10',195 lbs,Right,Right,2.5 Stars,2.5 Stars,Very Low
C,6,Jonathan Evans,,Vancouver,ABL,MLB,11/17/1998,25,USA,6' 0',205 lbs,Right,Right,2.5 Stars,2.5 Stars,Very Low
C,2,Eric Ewing,,Toronto,ABL,MLB,11/16/1999,24,CAN,6' 4',235 lbs,Right,Right,2.5 Stars,2.5 Stars,Average
C,27,Jon Flemming,,Toronto,ABL,MLB,04/24/1993,30,USA,6' 0',210 lbs,Right,Right,2.0 Stars,2.0 Stars,Very Low
C,4,Tyler Frederick,,Mexico City,ABL,MLB,09/07/1999,24,USA,6' 0',220 lbs,Left,Right,2.5 Stars,2.5 Stars,Average
C,23,Antonio Garcia,,Naucalpan,ABL,MLB,09/30/1998,25,MEX,5' 10',215 lbs,Right,Right,2.0 Stars,2.0 Stars,Average
C,23,Julio Garcia,,Acapulco,ABL,MLB,01/21/1995,29,USA,6' 3',225 lbs,Left,Right,2.5 Stars,2.5 Stars,Average
C,17,Jeff Gilroy,,Austin,ABL,MLB,05/16/2002,21,USA,6' 0',195 lbs,Right,Right,2.5 Stars,2.5 Stars,Average
C,11,Manny Gonzalez,,Calgary,ABL,MLB,02/23/1993,31,MEX,6' 0',200 lbs,Right,Right,2.5 Stars,2.5 Stars,Very Low
C,17,Juan Guzman,,Mérida,ABL,MLB,02/09/1998,26,MEX,6' 4',230 lbs,Right,Right,2.5 Stars,2.5 Stars,Very Low
C,11,Kevin Hanaway,,Jacksonville,ABL,MLB,02/14/2002,22,USA,6' 6',225 lbs,Right,Right,3.5 Stars,4.5 Stars,Average
C,11,Jordan Hansen,,Victoria,ABL,MLB,01/04/1999,25,USA,6' 3',220 lbs,Right,Right,2.5 Stars,2.5 Stars,Very Low
C,10,Gus Hernandez,,Puebla,ABL,MLB,05/01/2000,23,USA,6' 0',220 lbs,Right,Right,2.0 Stars,2.0 Stars,Very Low
C,14,Jose Herrera,,Austin,ABL,MLB,08/09/1994,29,MEX,6' 0',215 lbs,Right,Right,1.5 Stars,1.5 Stars,Average
C,10,Jeremy Hinkle,,Mississauga,ABL,MLB,04/20/2000,23,USA,6' 5',225 lbs,Right,Right,2.0 Stars,2.0 Stars,Very Low
C,6,Nazir Hubbard,,Puebla,ABL,MLB,10/17/1995,28,USA,6' 0',215 lbs,Right,Right,2.5 Stars,2.5 Stars,Low
C,19,Stan Jacobs,,Nulltown,AAAA,AAA,02/27/2000,24,CAN,6' 1',215 lbs,Right,Right,2.0 Stars,2.0 Stars,Very Low
C,78,Brian Joseph,,León,ABL,MLB,04/25/2000,23,USA,6' 0',200 lbs,Left,Right,2.5 Stars,2.5 Stars,Very Low
C,7,Matt LaRocque,,Atlanta,ABL,MLB,05/03/2000,23,USA,5' 10',195 lbs,Right,Right,2.5 Stars,2.5 Stars,Very Low
C,15,Heath Legge,,Mississauga,ABL,MLB,07/29/1999,24,CAN,5' 9',210 lbs,Right,Right,2.0 Stars,2.0 Stars,Average
C,11,Casey Madsen,,New York,ABL,MLB,04/12/1997,27,USA,5' 11',200 lbs,Right,Right,4.5 Stars,4.5 Stars,Very Low
C,11,Dan Major,,Phoenix,ABL,MLB,03/17/1998,26,USA,6' 2',215 lbs,Left,Right,2.5 Stars,2.5 Stars,Average
C,16,Hugh Mathews,,Texas,ABL,MLB,07/08/2001,22,CAN,6' 0',200 lbs,Switch,Right,2.5 Stars,3.0 Stars,Very Low
C,19,Jon Medellin,,San Luis Potosí,ABL,MLB,04/24/2002,21,MEX,6' 4',220 lbs,Right,Right,2.5 Stars,2.5 Stars,Average
C,6,Oscar Melgoza,,Fort Worth,ABL,MLB,08/11/2000,23,MEX,6' 0',200 lbs,Right,Right,2.0 Stars,2.0 Stars,Low
C,93,Chris Morris,,Colorado,ABL,MLB,04/23/1996,27,USA,6' 4',230 lbs,Right,Right,2.0 Stars,2.0 Stars,Very Low
C,30,Dewey Mrazek,,León,ABL,MLB,02/28/1999,25,CAN,6' 0',200 lbs,Right,Right,4.0 Stars,4.0 Stars,Very Low
C,21,Prince Mullins,,Vancouver,ABL,MLB,03/11/2001,23,USA,6' 0',200 lbs,Right,Right,2.5 Stars,2.5 Stars,Average
C,6,Sean Neal,,San Antonio,ABL,MLB,09/20/2001,22,USA,6' 6',250 lbs,Left,Right,2.5 Stars,2.5 Stars,Very Low
C,27,Patrick Novak,,Jacksonville,ABL,MLB,08/27/1996,27,USA,6' 2',235 lbs,Left,Right,2.5 Stars,2.5 Stars,Very Low
C,10,Cary Paradis,,Windsor,ABL,MLB,06/20/1999,24,CAN,6' 0',205 lbs,Switch,Right,2.5 Stars,2.5 Stars,Low
C,21,Dylan Partridge,,Windsor,ABL,MLB,02/05/1992,32,USA,6' 1',225 lbs,Left,Right,2.0 Stars,2.0 Stars,Low
C,8,Matt Peck,,Nezahualcoyotl,ABL,MLB,07/28/1998,25,USA,6' 1',205 lbs,Right,Right,3.0 Stars,3.0 Stars,Very Low
C,25,Montenegro Piedras,,Fort Worth,ABL,MLB,11/16/1996,27,MEX,6' 1',225 lbs,Right,Right,2.0 Stars,2.0 Stars,Average
C,95,Kenny Preciado,,Colorado,ABL,MLB,05/21/2001,22,USA,6' 0',205 lbs,Left,Right,2.0 Stars,2.5 Stars,Low
C,5,Quinn Priest,,Chicago,ABL,MLB,04/05/1997,27,USA,6' 1',230 lbs,Right,Right,2.0 Stars,2.0 Stars,Low
C,55,Trent Ramer,,Quebec City,ABL,MLB,04/04/1996,28,USA,6' 2',220 lbs,Left,Right,2.0 Stars,2.0 Stars,Very Low
C,11,Justin Reynolds,,Atlanta,ABL,MLB,11/04/1997,26,USA,6' 4',225 lbs,Right,Right,3.0 Stars,3.0 Stars,Average
C,1,Tyler Rincon,,Naucalpan,ABL,MLB,05/19/1996,27,USA,6' 1',210 lbs,Right,Right,2.5 Stars,2.5 Stars,Average
C,12,Jordan Rios,,Ottawa,ABL,MLB,02/01/2002,22,MEX,6' 0',205 lbs,Right,Right,2.0 Stars,2.0 Stars,Very Low
C,7,Danny Rivas,,New York,ABL,MLB,02/21/1997,27,MEX,6' 4',230 lbs,Right,Right,2.5 Stars,2.5 Stars,Average
C,14,Alex Rivera,,Guadalajara,ABL,MLB,11/30/1999,24,USA,6' 2',215 lbs,Right,Right,2.5 Stars,2.5 Stars,Very Low
C,5,Domingo Rubio,,Windsor,ABL,MLB,07/09/2000,23,USA,6' 0',215 lbs,Right,Right,1.5 Stars,1.5 Stars,Average
C,4,Oscar Sandovar,,Montreal,ABL,MLB,12/01/1989,34,USA,6' 0',225 lbs,Right,Right,3.0 Stars,3.0 Stars,Very Low
C,26,Nate Steele,,Guadalajara,ABL,MLB,05/18/1999,24,USA,6' 0',215 lbs,Right,Right,2.5 Stars,2.5 Stars,Average
C,23,Dave Stewart,,Colorado,ABL,MLB,12/02/1993,30,USA,6' 0',205 lbs,Right,Right,2.5 Stars,2.5 Stars,Average
C,24,Butch Trainor,,Montreal,ABL,MLB,08/29/2000,23,USA,6' 0',205 lbs,Switch,Right,2.5 Stars,2.5 Stars,Low
C,7,Ramon Vargas,,Calgary,ABL,MLB,04/20/2000,23,MEX,6' 4',225 lbs,Right,Right,4.0 Stars,4.0 Stars,Very Low
C,2,Frank Vasquez,,Quebec City,ABL,MLB,10/26/1997,26,MEX,6' 1',210 lbs,Right,Right,2.5 Stars,2.5 Stars,Average
C,2,Isaac Watson,,San Luis Potosí,ABL,MLB,10/19/1996,27,USA,6' 0',210 lbs,Right,Right,2.5 Stars,2.5 Stars,Average
C,10,Sam Whisman,,Mérida,ABL,MLB,01/11/2000,24,USA,6' 2',220 lbs,Right,Right,2.5 Stars,2.5 Stars,Very Low
C,16,Corey Witt,,St. Johns,ABL,MLB,10/10/2000,23,USA,6' 5',250 lbs,Right,Right,2.5 Stars,2.5 Stars,Average
C,27,Jamie Wright,,Mexico City,ABL,MLB,05/13/1997,26,USA,6' 0',215 lbs,Right,Right,2.5 Stars,2.5 Stars,Average
1B,12,Tony Amezcua,,Puebla,ABL,MLB,03/08/1993,31,MEX,6' 2',215 lbs,Right,Right,2.5 Stars,2.5 Stars,Very Low
1B,9,Jamie Amore,,St. Johns,ABL,MLB,08/27/1999,24,USA,6' 3',220 lbs,Right,Right,3.5 Stars,3.5 Stars,Very Low
1B,8,Jose Bencomo,,Calgary,ABL,MLB,05/28/1995,28,MEX,6' 1',205 lbs,Right,Right,2.5 Stars,2.5 Stars,Very Low
1B,24,Josh Bennett,,Quebec City,ABL,MLB,10/03/1990,33,USA,6' 2',205 lbs,Left,Left,4.0 Stars,4.0 Stars,Very Low
1B,2,Jared Brashears,,Chicago,ABL,MLB,09/16/1993,30,USA,6' 0',220 lbs,Right,Right,3.0 Stars,3.0 Stars,Average
1B,19,Pat Braswell,,Mérida,ABL,MLB,08/01/1989,34,USA,6' 8',280 lbs,Right,Right,2.5 Stars,2.5 Stars,Very Low
1B,54,Felipe Chihuahua,,San Luis Potosí,ABL,MLB,04/16/1990,33,MEX,6' 5',240 lbs,Left,Right,2.5 Stars,2.5 Stars,Average
1B,42,Tim Contreras,,Naucalpan,ABL,MLB,02/06/1999,25,USA,6' 4',260 lbs,Right,Left,0.5 Stars,0.5 Stars,Average
1B,13,Paul Cyr,,New York,ABL,MLB,12/03/1990,33,USA,6' 2',240 lbs,Left,Left,3.0 Stars,3.0 Stars,Very Low
1B,97,Jeff del Pilar,,Austin,ABL,MLB,05/02/1997,26,USA,6' 4',220 lbs,Left,Left,3.0 Stars,3.0 Stars,Very Low
1B,13,John Delbridge,,Jacksonville,ABL,MLB,02/14/1997,27,USA,6' 2',200 lbs,Switch,Right,4.5 Stars,4.5 Stars,Very Low
1B,21,Lee Dingledine,,New York,ABL,MLB,11/29/2006,17,USA,6' 3',210 lbs,Right,Right,0.5 Stars,2.5 Stars,Low
1B,25,Josh Fischer,,Jacksonville,ABL,MLB,05/07/1990,33,USA,6' 0',215 lbs,Right,Right,2.5 Stars,2.5 Stars,Average
1B,14,Ray Frye,,Mexico City,ABL,MLB,06/27/1995,28,USA,6' 5',240 lbs,Right,Right,3.5 Stars,3.5 Stars,Very Low
1B,8,Ezequiel Gallegos,,Toronto,ABL,MLB,09/22/1999,24,MEX,6' 5',235 lbs,Right,Right,2.5 Stars,2.5 Stars,Average
1B,25,Angelo Garcia,,Mississauga,ABL,MLB,10/02/1994,29,MEX,6' 2',240 lbs,Right,Right,3.0 Stars,3.0 Stars,Average
1B,24,Antonio Gonzalez,,León,ABL,MLB,11/24/2000,23,MEX,6' 6',235 lbs,Left,Left,2.5 Stars,2.5 Stars,Average
1B,19,Josh Heinke,,-,-,-,04/05/1997,27,USA,6' 0',200 lbs,Switch,Right,2.5 Stars,2.5 Stars,Very Low
1B,1,Danny Hernandez,,Guadalajara,ABL,MLB,05/01/1999,24,USA,6' 2',215 lbs,Right,Right,2.5 Stars,2.5 Stars,Very Low
1B,11,Tom Hines,,Windsor,ABL,MLB,06/27/1997,26,USA,6' 2',225 lbs,Left,Left,2.0 Stars,2.0 Stars,Low
1B,10,Kellen Hinton,,Ottawa,ABL,MLB,01/19/1999,25,USA,6' 8',265 lbs,Right,Right,3.0 Stars,3.0 Stars,Average
1B,3,Steve Horne,,Chicago,ABL,MLB,10/25/1994,29,USA,6' 4',210 lbs,Right,Right,3.0 Stars,3.5 Stars,Very Low
1B,9,Dan Hoyt,,Morelia,AAAA,AAA,07/26/1999,24,CAN,6' 0',195 lbs,Left,Right,2.5 Stars,2.5 Stars,Very Low
1B,21,Larry Huntt,,Nezahualcoyotl,ABL,MLB,11/03/1998,25,USA,6' 0',200 lbs,Left,Right,3.0 Stars,3.0 Stars,Average
1B,19,Sam Kinnard,,Mexico City,ABL,MLB,08/08/1989,34,USA,6' 2',235 lbs,Right,Right,5.0 Stars,5.0 Stars,Very Low
1B,14,John Kinney,,Montreal,ABL,MLB,03/31/1996,28,USA,6' 4',235 lbs,Left,Left,3.5 Stars,3.5 Stars,Very Low
1B,26,Tim Kirkland,,Texas,ABL,MLB,02/28/2000,24,USA,6' 0',195 lbs,Right,Right,2.0 Stars,2.5 Stars,Very Low
1B,7,Nick Kreger,,Tlalnepantla,ABL,MLB,06/27/1999,24,USA,6' 1',225 lbs,Right,Right,2.5 Stars,2.5 Stars,Average
1B,28,Pat Kurucz,,Atlanta,ABL,MLB,01/30/1995,29,CAN,6' 1',210 lbs,Right,Right,3.0 Stars,3.0 Stars,Average
1B,31,Kevin Lau,,San Luis Potosí,ABL,MLB,12/19/1996,27,USA,6' 2',225 lbs,Left,Left,2.5 Stars,2.5 Stars,Very Low
1B,21,Bob Lindsey,,Victoria,ABL,MLB,11/16/1996,27,USA,6' 2',230 lbs,Left,Left,5.0 Stars,5.0 Stars,Low
1B,26,Ramon Lovato,,Fort Worth,ABL,MLB,10/05/1992,31,MEX,6' 1',205 lbs,Left,Left,5.0 Stars,5.0 Stars,Very Low
1B,7,Jesus Manjarrez,,Quebec City,ABL,MLB,02/04/2000,24,MEX,6' 0',210 lbs,Right,Right,2.5 Stars,2.5 Stars,Very Low
1B,13,Matt Mayhorn,,Nezahualcoyotl,ABL,MLB,12/09/1999,24,USA,6' 0',190 lbs,Right,Right,2.5 Stars,2.5 Stars,Very Low
1B,16,Juan Merla,,Mississauga,ABL,MLB,07/24/1998,25,MEX,6' 2',205 lbs,Switch,Right,2.5 Stars,2.5 Stars,Average
